UNK
si-ga
sagi
aga3-us2
ur-sa6-ga
ezem-me-ki-gal2
nesag
masz-da3-gu7
nibru{ki}
sza3-gu4
na-ru2-a-mah
inim-{d}szara2
ab2-mah2
gal
ba-an-ti
a-lum
ses-da-gu7
{d}szul-gi-iri-mu
en-mah-gal-an-na
dal
masz2-e
{gesz}kiri6
e2-muhaldim
GAN2-ta
i3-nun
dumu-ni-me
u5-bi2-gu7
bar-gal2
ma2-gur8-mah
gudu4
3(gesz'u)
gu-la
du11-ga
{d}li9-si4
gid2
gurum2
2(bur3)
a-ru-a
1(szar2)
ur-{d}nun-gal
min-esz3
lu2-{d}nanna
nig2-ar3-ra
ki-siki-{d}nin-a-zu
mu-na-du3
in-ta-e3-a
ha-ar-szi{ki}
masz-da3
unu{ki}
1(barig)-ta
na-gada
lu2-{d}ba-ba6
ur-{d}li9-si4
5(iku)
ge6
{d}nin-lil2-ra
ka
dam
an-sza-an{ki}
SZIM
ku3-sig17
im
lugal-ma2-gur8-re
9(gesz2)
ugu2
zi-ga-am3
sahar
gu4-e-us2-sa
lugal-ku3-ga-ni
ba-a-gar
kin
elam
gu-za
ga6-ga2
lu2-dingir-ra-ta
pa4-u2-e
szar3
lu2-giri17-zal
us2-sa-bi
hu-hu-nu-ri{ki}
nam-ha-ni
su-su
da-da-ga
lu2-{d}utu
ma2-a
szimaszgi
{d}szara2-kam
ri-ri-ga
ur-
ur-{d}isztaran
gin2-ta
lugal-nig2-lagar-e
ab-ba-gi-na
i3-kal-la
tur
masz-e
i3-gal2
hu-ur5-ti{ki}
1(bur'u)
muhaldim
ARAD2-ta
lu2-gi-na
5(disz)-sze3
|SZU+NIGIN|
lugal-a2-zi-da
pisan
ur-{d}en-lil2-la2
kin-gi4-a
tab-ba
e2-gal
{gesz}ma-nu
GAN2-gu4
bar
gu-nigin2-ba
su3
lugal-nesag-e
gaba-ri
zabar
szu-esz5-sza
sza3-iri
gu3-de2-a
na-lu5-ta
ur3-ra
unu3
3(disz)-sze3
nu
szesz-a-ni
na-ba-sa6
szuku
amar-a-a-si
dam-gar3
4(gesz'u)
gazi
iti-6(disz)
ur-ku3-nun-na
gaba
ga-esz{ki}
munu4-gu7
ur-{d}nin-gesz-zi-da
ur-{d}namma
ezem-{d}ba-ba6
zabar-dab5
didli
lu-lu-bu{ki}
lugal-iti-da
2(u)-kam
1(u)-kam
sze-il2-la
szu-gi4
kalag-ga
ezem-{d}dumu-zi
(x)
lu2-sa6-ga
a-gu-ta
{d}iszkur-illat-ta
kab2-ku5
e2-muhaldim-sze3
3(bur3)
masz2-nita2
mu-ne-du3
gig
sig4
mu-szu-du7
lu2-
al-la
du10-ga
sze-ta
dub-ba
guru7
gada
gir2-su{ki}
unu{ki}-ga
uruda
lugal-he2-gal2
kaskal-sze3
sa-ta
muru13
ur-{d}utu
had2
szesz
na-lu5
bar-su-ga
kur
la2-ia3-am3
ma2-dara3-abzu
6(bur3)
lugal-inim-gi-na
|PU3.SZA|-isz-{d}da-gan
in-ta-e3-a-ta
{d}nansze
ur-nig2
nig2
ur-{d}szul-pa-e3-ta
4(bur3)
{gesz}gu-za
ki-en-gi
erin2-na-bi
nig2-u2-rum
1(disz)-kam-asz
KA
kiszib3-bi
u3-na-a-du11
de6-a
urim5{ki}-ma
szu-esz-sza
ma2-lah5
x-x
ug3
2(asz@c)
ur-lugal
gi-zi
szuku-ra
hi
{d}nin-ur4-ra
masz
lu2-{d}na-ru2-a
zar3
a-da-lal3
x-
5(bur3)
GI
ku5-ra2
nam-sza3-tam
9(disz)-kam
sze-kar-ra-gal2-la
nu-ur2-{d}suen
usz-mu
e3-a
ga2-nun
ra2-gaba
3(u)-kam
zah3
kun-zi-da
ku3-ga-ni
nibru{ki}-sze3
giri3-se3-ga
su-su-dam
dub-dub
nar
lugal-bi
gesz-ur3-ra
GAN2-masz
lu2-{d}suen
e2-uz-ga
tu-ra
ezem-{d}li9-si4
e2-duru5
nu-tuku
e
sze-numun
du3-a
ba-ra-zal
i7-pa-e3
ur-{d}iszkur
sza-asz-ru-um{ki}
ab-ba-sa6-ga
mu-ri-iq-ti-id-ni-im
lugal-a-ni
kusz3-ta
libir-am3
ur-{d}
lugal-
dub
nig2-dab5
a-hu-wa-qar
a-hu-ni
-ta
inim
sza13-dub-ba
ba-zi-ta
sukkal-mah
e2-iti-6(disz)
duru5
ezem
a-da
ur-{d}da-mu
ma-an-szum2
szu-esz18-dar
{d}gu-za
har
iti-ta
6(disz)-gal2
szesz-kal-la-ta
{gesz}haszhur
ur-dun
umma{ki}-ka
da-a-ga
si-i3-tum
dingir-ra
sza3-ku3-ge
azlag2
{gesz}u3-suh5
ad-da
u3-ma-ni
ba-al-la
5(gesz'u)
sumun
NE
gaba-asz
{gi}gur
gub
dumu-munus
gu-u2-gu-a
us2-sa-a-bi
ur-{d}nin-tu
lugal-sa6-ga
lugal-ta
mug
ab-ba
szuszin{ki}-ta
gu-du-du
{gesz}pesz3
szuszin{ki}-sze3
e2-ba-an
nin
na-sa6-ta
{gi}kaskal
3(u)-sze3
4(disz)-sze3
u4-sakar
mun
an-na
gar-ra
gesz-du3
{d}iszkur-illat
mu-ne-dim2
lu2-{d}inanna
ku-li
dab5-ba
in-pa3
gal2-la
{d}
ba-sa6
gu-za-la2
{gi}kid
na-silim
kur-ra
6(disz)-sze3
a-pi4-sal4{ki}
tusz-a
babbar
lu2-kal-la-ta
lugal-e-ba-an-sa6
e2-gal-la
an-ub-da
a-kal-la-ta
nig2-{d}ba-ba6
ki-uri-ke4
numun
-x
ur-ge6-par4
a-ab-ba
na-sa6
|PU3.SZA|-da-gan
ur-sukkal
{ansze}kunga2
E2-A
sa10-a
ku5-a
4(ban2)-ta
ab-ba-kal-la
aszgab
ka5-a-mu
gar-sza-an-na{ki}
i3-du8
3(asz@c)
2(szar2)
lu2-eb-gal
{uruda}ha-bu3-da
nam-mah
arad2-zu
su-ba
sila4-nita2
{d}nin-gir2-su
e2-gal-e-si
gibil
ur-e2-an-na
a-gu
{u2}kiszi17
1(disz)-ta
ur-{d}dumu-zi-da
hur-sag
tak4-a
{d}utu
apin
{d}nin-hur-sag
4(barig)-ta
ur-szu-ga-lam-ma
nigar{gar}-ki-du10
lu2-sa6-i3-zu
szu-{d}iszkur
umma{ki}-sze3
dumu-nita2
nagar
lu2-inim-ma-bi-me
du-du
kikken2
siki-ud5
nu-{gesz}kiri6
lu2-bala-sa6-ga
{d}szara2-a-mu
{gesz}gigir
ARAD2-{d}nanna
zi3-da
esz3
gaz
nu-ur2-{d}iszkur
szu-i3-li2
4(disz)-gal2
lu2-bala-saga
ab-ba-mu
szagina
gun3-a
ga-ar3
he2-dab5
gur-ra
munu4
mer
e2-a
za3
gurx(|SZE.KIN|)-a
{d}gu-la
gu
a-dara4
la2-mah
umma{ki}-ta
3(disz)-gal2
ad-kup4
sza3-du10
{d}nanna-ma-ba
ur-{d}ma-mi
ur-dingir-ra
1/2(asz@c)
nam
dagal
ukken-ne2
szesz-tab-ba
guru7-a
ku4-ra
zu2-lum-bi
ga2-ga2
kar2-har{ki}
hu-wa-wa
nu-ur2-i3-li2
ur-ab-ba
lunga
nin-a-ni
i3-szah2
ba-ba
szu-{d}suen
du8-a
ur-am3-ma
szu-ku6
ugu2-a
kux(KWU147)-ra
imgaga3
gu4-ra2-bi2-mu2-mu2
ba-ur4
{d}szul-gi-a-a-mu
7(bur3)
lugal-{gesz}gigir-re
dingir-ba-ni
{d}nin-a-zu
a-gu-gu
iri
bi2-du11-ga
gu7-a
giri3-ni-i3-sa6
gur-ta
2(bur'u)
ti-a
murgu2
sa12-du5
na-gab2-tum
pa3-da
ka-guru7
sze-lu2
{d}nin-mar{ki}
ki-ag2-ga2-ni
szu-ma-ma
2(disz)-am3
2(ban2)-ta
1(ban2)-ta
til-la
{d}nin-sun2
lu2-{d}ha-ia3
ezem-{d}me-ki-gal2
x-kam
gu2-na
gaba-ta
ki-la2
limmu2-ba-ke4
ezem-{d}szu-{d}suen
giri3-ni
mar-sa
gu-nigin2
szimaszgi2
sza-asz-szu2-ru-um{ki}
AN
a-du
{d}szara2-kam-ta
ka-guru7-ta
{d}en-lil2-le
u-bar
szu-{d}nin-szubur
nig2-gal2-la
siki-bi
ma-na-ta
sag-nig2-gur11-ra-kam
lu2-ga
{d}nin-mar{ki}-ka
lagasz{ki}
di
esz3-esz3
gala
gu2-gal
sza3-ba
ur-e2-ninnu
sza13-dub-ba-ka
aga3-us2-e-ne-sze3
4(asz@c)
2(disz)-ta
ba
im-e
a-lu5-lu5-ta
tir
lu2-sza-lim
la2-a
uz-tur
babbar2
sze-sag11-ku5-ta
lu2-me-lam2
kesz2-ra2
a-hu-a
erin2-na
gu2-edin-na
ur-{d}ba-ba6-ta
lu2-{d}dumu-zi
lu2-banda3{da}
lugal-sze3
szar2-ra-ab-du
ba-ab-ti
lu2-uru11{ki}
si-mu-ru-um
si
{d}szul-pa-e3
lu2-saga
aga3-us2-gal
ur-tur
1(disz)-am3
{uruda}gur10
gu4-numun
5(disz)-ta
en-du8-du
en-nu
szesz-da-da
{d}nin-urta
SZID
ki-a-nag
dusu2-nita2
sza3-ga-du3
munus
gi4-a
ad-da-kal-la
e2-kiszib3-ba
ba-tab
bar-dul5
szu-{d}utu
{d}utu-bar-ra
mu-na-ru
gu2-ab-ba{ki}
a-du-mu
ba-an-kux(KWU147)
{d}szul-gi-i3-li2
duh-hu-um
8(bur3)
a-lu5-lu5
az
kar-ra
kal
masz-da3-nita2
dusu2-munus
ur-e2-mah
{d}ba-ba6
si-sa2
{d}szul-gi-ra
ur-ku3-nun-na-ta
la-na
u3-tu-da
ur-{d}dumu-zi
gazx(KUM)
lu2-{d}
al-la-mu
1(asz@45)
sza3-su3
1(u)-ta
NI
kid
lugal-me-lam2
ur-mes-ta
{d}nin-gesz-zi-da
lu2-{d}en-lil2-la2
{d}szul-gi-a-a-mu-ta
ur-ba-gara2
|PU3.SZA|-esz18-dar
ad6
{d}nansze-GIR2@g-gal
nibru{ki}-ta
giri3-lam
dur3-gesz
simug
ku3-{d}nanna
szum2-sikil
ninda-ta
du-ta
gi-na
kun
a-sza3-ga
gurusz-e
masz-da3-munus
x-ta
um-mi-a
da-da-a
he2-na-ab-szum2-mu
e2-kikken-ta
|PU3.SZA|-{d}nin-kar-ke3
gesz-ur3
gu2-tar
da
dingir-dan
uru4-a
szah2
ur-{d}a-szar2
muszen
bala-bi
usz-mu-ta
szu-nir
1(u)-sze3
tag-ga
udu-gal
gurdub
sa10
ur-{d}hendur-sag
lu-lu-bu-um{ki}
szu-er3-ra
na4
x-sze3
ga2-ra
gesztin
a-sza3-ge
e2-kikken
nigin2
KU
e2-kiszib3-ba-sze3
sa12-du5-ka
ha-ba-lu5-ge2
du6-ku3
tug2-gurx(|SZE.KIN|)
uri5{ki}-sze3
ur-{d}nu-musz-da
8(disz)-sze3
ur5-sze3
gir
du11-ga-ta
ki-siki
nu2-a
da-du-mu
e2-udu
lugal-{d}isztaran
lugal-uszur3
{d}nin-dar-a
{d}en-ki-ka
in-la2
kar
{gi}hal
ad7
a2-zi-da
ur-saga
ki-ag2
banda3{da}
ur-nigar{gar}-ta
ri-ri-ga-am3
ga2-ga2-dam
{d}szara2-ka
bala-sze3
tur-tur
pa
{gesz}ig
an-sza-an{ki}-ta
lu2-igi-sa6-sa6
saga-ta
husz-a
igi-kar2
ki-ba
a-hu-we-er-ta
3(bur'u)
a2-bi2-li2-a
szer7-ru-um
si-e3
e2-gal-sze3
ur-e2-nun-na
tukum-bi
du11-ga-zi-da
diri-ga
lu2-gu-la
{gesz}dih3
sze6
{d}szara2-za-me
ur-e11-e-ta
{d}utu-mu
ma2-gur8-re
x-x-x
da-a-gi4
ur-{d}nin-gir2-su
ku5-da
ba-a-hun
dumu-sag
kasz-de2-a
s,e-lu-usz-{d}da-gan
lugal-ukken-ne2
ur-{d}nin-mar{ki}
nibru{ki}-a
szul-gi
se3-ga
lugal-{gesz}kiri6
lugal-uszur4
1(asz@45)-kam
sza3-tam
e2-a-ni
nig2-ba
an-ne2
ka-ma-ri2{ki}
ki-su7-ra
bar-ra
{d}nin-ti2-ug5-ga
lu2-usz-gi-na
5(asz@c)
ba-hun-ga2
zal-la
ar-szi-ah
gu-du-du-ta
ur-ab-ba-ta
{d}en-lil2-ka
ur-{d}en-ki
uri2{ki}-ma
ARAD2-{d}nanna-ta
uri2{ki}-ma-ke4
{kusz}du10-gan
im-babbar2
lu2-{d}nin-ur4-ra
u4-da
nu-ur4
|KI.AN|{ki}
asz-a
da-a-a
3(szar2)
de2-a
a-gar
a-hu-we-er
3(disz)-kam-asz
sig4-{gesz}i3-szub-ba-gar
en-dingir-mu-ta
mu-kux(DU)-ra-ta
da-da-ga-ta
nigin-ba
min
en-du8-du-ta
nig2-gur11
nu-ub-tuku
ur-{d}su4-an-na
lugal-ur2-ra-ni
uru11{ki}
sze-gesz-i3
{d}dumu-zi-sze3
ab-ba-saga
ma2-la2-a
zi
ur-ki-gu-la
lugal-nir
la2-tur
szu-i
bi2-gu7-bi
ur-{d}ha-ia3
nam-zi-tar-ra
eme6
ka5-a
egir
ur-gu-la
ur-gi7
mur-gu4
{gesz}asal2
sag-us2
szar-ru-um-i3-li2
ga2-ga2-de3
ar-za-na
ur-{d}nin-su
i3-udu
lu2-{d}szul-gi-ra
1/3(disz){sza}
dusu2
in-sa6-sa6
1(u@c)
ka2
a-bu-ni
ur-{d}nansze-ta
lu2-{d}nansze
3(disz)-am3
{d}na-na-a
gid2-bi
tu7
lu2-{d}nam2-an-ka
a-da-ga
7(disz)-sze3
uri5{ki}
lugal-iri-da
bar-si
mah
-sze3
ma2-gur8
{kusz}a-ga2-la2
2(u)-sze3
mu-ni
ama
nam-erim2-bi
lu2-{d}igi-ma-sze3
ku5
{d}ga2-tum3-du10
e2-gal-ta
ba-du3-a
{d}nin-lil2-la2
i3-kal-la-ta
be-li2-i3-li2
iszib
la2-mah-ta
ba-an-ku4
siki-ba
lugal-pa-e3
tul2-ta
6(asz@c)
{kusz}suhub2
ur-bi2-i3-lum{ki}
gu2-tur
ki-nu-nir{ki}
szabra-ta
{d}nanna-sze3
alan
du6
ba-a
gesz-i3
dumu-gu4-gur
szandana
lu2-gi-na-ta
gurusz-bi
ba-zi-ge
lugal-sza3-la2
ur-zu
a-hu-ni-ta
kun-zi
{d}suen
tum-ma-al
si-du3
abzu
ra-gaba
sukud
zex(SIG7)-a
{gesz}geszimmar
za3-mu
|PU3.SZA|-a-ku-um
e2-temen-ni2-gur3-ni
nin-dingir
3(disz)-ta
ba-ba-ti
dingir
2(barig)-ta
lugal-a2-zi-da-ta
{d}nusku
nu-a
sze-sag11-ku5-sze3
lugal-ezem-ta
lugal-ka
kin-bi
PA
ur-{d}ur3-bar-tab
ur-{d}gilgamesx(|BIL3.GA.MES|)
u2-hab2
u5-bi2{muszen}-gu7
ur-{d}suen-ta
a-bu-du10
a2-bi2-li2
1(disz)-a
9(bur3)
szeg9-bar
na-ra-am-i3-li2-ta
gesz-sze3
szesz-saga
en-dingir-mu
la-ni-mu
kas4-ta
am
sza3-bi
en-um-i3-li2
nir-i3-da-gal2
ba-gara2
adab{ki}
inim-{d}inanna
tum-ma-al{ki}
a-gu-a
ur-{d}szusz3-{d}ba-ba6
ip-qu2-sza
{gi}ma-an-sim
gesz-gi
ga-UD@g
a-e3-a
me-{d}isztaran
tu-gur4{muszen}
udru{duru5}
szu-e2-a
tug2-ba
uku2-nu-ti
udul2
ma-asz2
e2-kiszib3-ba-ta
za-la-a
lu-lu-bu
szesz-szesz
dingir-re-ne
ge6-ba-a
an-na-hi-li-bi
i3-lal3-lum
im-ti-dam
ur-ru-ta
ur-{d}szara2-ta
nina{ki}
ur-{d}nisaba
ka-us2-sa2
ga-sze-a
3(asz@45)-kam
{d}szara2-he2-gal2
lugal-igi-husz
szum2-ma
ur3-re-ba-du7
i7-da
DISZ
apin-la2
ur
szu-{d}en-lil2
ur-zigum-ma
ba-sa6-ga
a2-ge6-ba-a
i3-bi
{d}nanna-kam
erin2-me
me-e2-a
e2-mah
gal-gal
ba-la2
lukur
in-du3-a
lu2-du10-ga-ta
sal4-la
ARAD2-dam
gab2-us2
nam-1(u)
lu2-{d}nin-szubur-ta
1/2(disz)-kam
5(disz)-am3
tug2-du8
ur-sag-ub3{ki}
ensi2-ta
didli-me
lugal-nir-gal2
lu2-igi-sa6-sa6-ta
{gi}pisan
eme3
PAP
lugal-u2-szim-e
nam-til3
nu-su
e2-a-i3-li2
GAN2-mah
u2-ta2-mi-szar-ra-am
di-ku5
bara2
{kusz}e-sir2
ur-ama-na
ur-szul
ur-li
sahar-ba
lu2-{d}en-ki
la-ag
NE-NE-gar
nig2-lagar-e
lugal-mu-ma-ag2
lugal-uszumgal
-a
ba-an-tuku
{d}szara2-i3-zu
lugal-amar-ku3
gir2-gul
ur-{d}nin-tu-ta
geme2-{d}lamma
ar3-ra
ur-gu
lugal-si-NE-e
gu4-ra2-bi2-mu2
ir7{muszen}
a-tu-ta
kal-la
kal-i3-li2
szu-numun-na
i3-la2
ASZ
e2-a-na
ab-sin2-ta
szu-a
kikken
sag-gu4
la-gi-ip
lu2-u18-um
{d}ig-alim
{d}nin-gal
bar-ta
kal-la-mu
musz-bi-an-na
ma-ni
4(bur'u)
gub-ba-me
{na4}kin2
{d}szara2-ba-zi-ge
a-bi2-si2-im-ti
buru14
1(szar'u)
diri-sze3
er2-dingir
|PU3.SZA|-{d}en-lil2-ta
hu-la-al
na-ni
a-sza3-bi
ma-da-bi
2(asz@45)-kam
lu2-he2-gal2
bur-ma-ma
{d}nin-szubur
eb
lagasz{ki}-ke4
4(asz@45)-kam
SIG7-LAGAB
a-gesztin-na
inim-ma-ni-zi
gar
bar-ra-an
me-en-kar2
en-kas4
nam-erim2-am3
a-lu
szu-kab-ta2
szabra-e2
ba-a-a
ba-ba-a
mu-du3-a
lugal-za3-ge-si
{d}nanna-a
in-u
ur-{d}x
a-hu-du10
i3-ba
{gesz}szinig
in-szi-sa10
kux(KWU636)-ra
AB
GAN2-masz-ta
inim-{d}szara2-ta
x-a
ki-uri
ki-be2
lugal-uszurx(|LAL2.TUG2|)
{d}iszkur-ba-ni
aj2
gir2-su{ki}-ta
lugal-gu4-e
amar-{d}suen
ur-{d}nin-a-zu
7(asz@c)
gesz-asz
ad-da-mu
sag-du3
a-dam-szah2{ki}-sze3
szu-{d}dumu-zi
|PU3.SZA|-ma-ma
pesz
e2-A-me-esz2
ma
hur-sag-ga-lam-ma
lu2-{d}nin-gir2-su-ta
ur-{d}szul-gi-ra
ur-gu2-en-na
dalla
ur-nigar
sze-er-gu
na
asz-ta2-qar-ta
er3-ra-ba-ni
lu2-nimgir
an-nu-ni-tum
ur3
4(szar2)
ha-ar-szi
ur-{gesz}gigir-ta
ur-sila-luh
n-kam
i-di3-er3-ra
bu3-ra
ib2-ra
gu4-si-su
|U8+HUL2|
lu2-{d}gesz-bar-e3
a-
lal3
{d}szara2-mu-tum2
ur-gu2-edin-na-ta
unu{ki}-sze3
ur-e2-masz-ta
a-pi4-sal4{ki}-ta
e2-kikken2
kiszib3-ba
tu-ra-am-i3-li2
da-a-gi
im-ma
sa10-am3
sahar-ra
bi2-du11
gu7
lu2-{d}da-mu
lu2-bi-mu
muszen-du3
ur-{d}en-lil2-la2-ta
ka-ma-ri2
na-mah
na-ra-am-i3-li2
a-na
kin-{d}inanna
en3-bi
zu-ba-ga-ta
libir
ur-bi2-lum
dab-ba
uri5{ki}-ma-ra
{d}szul-gi-si2-im-ti
hu-bu7{bu}
a2-na-na
{d}ma-lik-ba-ni
sze-il2-la-sze3
a-na-ah-i3-li2
ud
|PU3.SZA|-{d}da-gan
{d}iszkur
nigin2-ba
ensi2-ka-sze3
bahar3
szuruppak{ki}
{gesz}na2
a-du-du
e2-kas4
gu-za-ni
ku3-dim2
ur-bad3-tibirx(KU)-ra
a2-bi2-la-tum
kab2-du11-ga
nam-til3-la-ni-sze3
ze2-a
lu2-lagasz{ki}
n(disz)
sze-sag-ku5
{d}szara2-sze3
-kam
sa-dur2-ra
ur-gesz-sza3-ga
u2-tir
nig2-siskur2-ra
BI
ur-{d}ig-alim-ta
ur-szu-ga-lam-ma-ta
ba-na-gi-in
na-gab2-tum-ta
{d}en-lil2-zi-sza3-gal2
min3-esz3
ur-{d}asznan
gesz-kin-ti
{gesz}dusu
gu3-de2-a-ta
dam-gar3-ta
{d}nin-e2-gal
u2-ta2-mi-szar-ra-am-ta
al-hul-a
i-ri-ib
{gesz}gaba-tab
lugal-amar-ku3-ta
ur-{d}lamma-ta
nimgir-an-ne2
dusu
mu-un-na-an-e3-a
nig2-diri
ur-ma-ma
ur-x
a-hu-szu-ni
hun-ga2-me-esz2
szesz-a-ni-ta
{gesz}asalx(|A.TU.NIR|)
du11-ga-ni-zi
e2-masz
ur-{d}gesztin-an-ka
gi-bi
lugal-gaba
a-pi4-sal4{ki}-sze3
il2-la
u2-IL2
szu-na
bar-ba
ib2-tak4
masz2-bi
ur-{d}nin-gubalag
bur3
en-nun-e-{d}amar-{d}suen-ra-ki-ag2
za
ug3-IL2-me
HI-da
{d}en-lil2-la2-ta
ama-kal-la
iti-bi
a-a
{d}lamma
sig4-{gesz}i3-szub-ba-ga2-ra
nig2-sa10
ze2-na
szuku-ra-ke4-ne-sze3
ma2-dara3
in-na-ba
du10-i3-li2
gu2-e3
ezem-{d}szul-gi-ta
bappir
sza3-nin-ga2
ur2
bala-a-sze3
|PU3.SZA|-isz-da-gan
ra
4(disz)-am3
{gesz}ge6-par4
ensi2-ka-ta
sag-bi
szu-numun-ta
wa-ta2-ru-um
mangaga
igi-e2-mah-sze3
{d}ne3-eri11-gal
|PU3.SZA|-i3-li2
ur-me-me
masz-tur
ensi2-ke4
e2-usz-bar
ur-sa6-ga-mu
{d}nin-
{d}nin-jir2-su
ur-sa6-ga-ta
1(asz)-ta
ba-hul-ta
gur10-a
i-di3-a
masz2-da-re-a
di-ku5-bi-me
i3-szum2
ur-ra
|PU3.SZA|-{d}en-lil2
{ansze}kunga2-nita2
5(szar2)
bi2-in-du11
lu2-x
szeg9-bar-munus
lugal-an-ne2
2(u@c)
uzu
szu-{d}nisaba
ba-hul-a
e2-gibil4-le
ma-szum
lugal-lu2-sa6-sa6
e3
{d}inana
{gi}gur-dub
esz2
ba-an-gar
USZ
szesz-sa6-ga
sila-a
ba-saga
gu4-bi
sa-bu-um{ki}-sze3
lugal-ma2-gur8-re-ta
geme2-{d}ba-ba6
sze-gin2
masz-ku3-gu7
ur-{d}nin-mug
tu5-a
nin-ezem
kur-kur-ra
dal-ta
szu-numun-a
-ga
sza3-gu4-ka
hu-ba
ku3-ga-ni-ta
ti-la
gu4-suhub2
lu2-{d}utu-ta
eme6-mah2
ur-{d}szul-gi
ku3-ta
HI
nig2-gul
lu2-{d}szul-gi-ra-ta
ezem-
kar-ta
lu2-nina{ki}
la-la-a
ki-ag2-ga2-ni-ir
ur-{d}en-lil2
ur-{d}nun-gal-ta
tum3-dam
sahar-bi
gan-gan-e3
5(ban2)-ta
i3-ta
nam-mah-{d}ba-ba6
ra-a
tir-gu
sa3-si2
za-ab-sza-li
du8
ba-du8
nam-ti-la-ni-sze3
NIG2
-da
ur-esz3-ku3-ga
gir2-su{ki}-sze3
e2-a-szar
du3
tu
kaskal
ma2-gin2
ba-ra-zal-la-ta
ur-{d}lugal-banda3{da}
gir2
{d}nansze-kam
iri-ta
udu-sze3
ib2-dab5
lu2-{d}szul-gi
uri5{ki}-ta
gibil-ta
KA-sze3
lugal-bad3
2(asz@45)
gal2
szesz-gal
2(disz)-kam-asz
na-ba-sa6-ta
geszimmar
lu2-mah
{gesz}ma-nu-ta
ka-tab
bi2-tum-ra-bi2-um{ki}
{u2}ad2
lugal-nam2-mah
zabala3{ki}
